tweets,labels
y?nnim y? se twitwiri a anka y? se apor?,Negative
nsusuaa nnyaadoa nketenkete se mani mmere ntwurapo� nnyaadoa ak?se?,Positive
odwanini k? n�akyiri ansa na wapem,Positive
y?gyina ns?mpa akyi na ny? ns?mm?ne,Positive
woto bo? b? dan a ?ba woara wo so,Positive
ade? a ?y? d? na ?kum kwasea,Positive
y?nim odwanhw?fo? na y?nim ne wura,Positive
?no nkyer? s? wontiie?,Positive
kka kyer nnipa apem ahaanu ne aduwtwe mmensa no a waretweeti de matwor ati no,Neutral
opanyin mepawoky?w ofosu mmrane y? d?n,Neutral
wokura nanka regyae nanka ab?ka s? mehunui? a anka,Positive
�wode amammuo pa aba ghana�,Positive
wode as?m ky? a na womfa hwee nky??e?,Positive
ekuro a ?b?kum ?kraman na ?t? napampam,Positive
aseda,Positive
ena wo ka no ddd saa no,Neutral
ah ?y?? me saa meda ase,Positive
mepa ky?w fee,Positive
?k?t? de anibere? s? nea y?ns? a ?bu napr?,Positive
edin pa y? sene ahonyade?,Positive
?b?fo? ne sasabonsam  y?nses? nses? o y?sesa soa wo moasesa asoa me a monyae me na menka mo as?m bi,Negative
mepa wo ky?w fe ase kyer? s?n w? bor?fokasa mu,Neutral
kraman nka wo a ?nfee ne se nkyer? wo,Positive
bueiii??,Neutral
saa na wadwene y? w? wote mm? no bi a y? mpaninfo? de gyaae? a ?b?y? wo w�w� te s? wei ?tw? hwe ase a ne�,Negative
?????? ei emmom ns?m ha,Neutral
wei de? woara na wabu wob? ????????,Positive
nwansena nni hwee koraa a ?posa ne nsam,Positive
y?wo wo to esie so a wonky?re tenten y?,Positive
agya anwummer? yi mekyea wo meda wo ase paa w? adwuma pa a worey? fa  kiib?d ho,Positive
medaase menua,Positive
onua me pa wo ky?w gyae  a wotwer? no wob?tumi de  kiib?d atwer? ? k? ?ha,Negative
ber? te s? anomaa woankyere no na ?tu a wonhu no bio,Positive
obi abawuo tuatua obi aso,Negative
ny? agor? ne koto na menhw? wo to,Neutral
na ?n? mmer? yi ad?n nti na wotwer?  ne  de gyina h? ma ? ne ? wob?tumi de  kiib?d atwer? akan yie�,Negative
me nua wob?tumi de  kiib?d atwer? twi nkran ne awona atwer?ne? nyinaa � ? ? ne nkekaho twe firi appst�,Positive
baakoy? ny? a hw? nkrane a woato santene,Negative
mm?borowa s? ebi w? nsuo bi mu a na ?kyer? s? ?nam w? saa nsuo no mu,No Sentiment
meho y?f? nti mey? nea mep? ampa,Positive & Negative
?baatan kasa agyinam na ?nkasa badwam,Positive
mmaap? mu w? ade? a anka ?papa da apakan mu,Positive
?ka ho aduro ara ne gye wo sika,Positive
?man mu y? d? a ?ne wo fie,Positive
?? abosomeasram nkyer?ase?,Neutral
mfemfem b?too aniakyi nwii,Positive
mmer?nk?nsono b?si ne tiri ase? no na ?w? ne? asaase reka kyer? no,Positive
kukurukukuru no gyae a kekakeka no b?gyae,Positive
osikani ne hiani goro a ?ns?,Positive
obi nni kan ayie ase nk?tena akok? bini mu,Positive
obi nk? obi akura nkyer? n�ase,Positive
woansi wo dan yie a na wosuro mu nna,Positive
abrewa nya nkwan d? a na ?de nabatw? pam ?kraman,Positive
wo nua baa k? aware? na ?de ade papa b?ba fie a wohyia wakonta a hw? ne mpaboa a ?hy? no,Positive
wotena baabiara we atadwe a ?y? d?,Positive
?? ky?mfer? ky?mfer? se ?ada h? aky? na nea ?renwene no nso ny? d?n ?sanaa,Neutral
kutawonsa y? bosome ?k?m w? mu nso na aka kakra ara bi na aburo aba ?no nti awofo? tu w?n mma fo s? monkuta mo�,Positive
s? ?k?m de wo a womfa wo nsa mmienu nnidi,Positive
akyekyede? se wodwane a ?ny? aniwuo,Positive
obi mp? wagor? a na woatena woho so,Positive
asre anaa s wasre,No Sentiment
?da a wob?fira ntama pa no wonhyia wase,Positive
?ffen mu nam ?mu nsuo ara na y?denoa,Neutral
?fen ase kyer? s?n w? bor?fo kasa,Neutral
yesu b?sesa wo hy?ber?,Positive
wo de?,Neutral
nyansafo? na y?tu ne fo a ?fa,Neutral
?bisa wo as?m bor?fo mu wose ka twi ?bisa wo twi mu nso a wose meny? gaanani w? bor?fo mu ?? shjj,Negative
?bra b?si wo yie a ne kwan nna tee,Positive
mo nyinaa wer?afiri abena,No Sentiment
wo ne hwan k?ka s? zongohene ata na woafa he ak?t? bese,Negative
wonni sika nanso wop? mmaa y?de anomdwa tu tonga,Negative
ahunubip?n nti na s? aboa aserewa regyegye ne mma agor? a na watwa nani ahw? nky?n no,Positive
?sansa fa dompe a ?tua n�ano kwa kraman dea,Positive
esie ne kagya nni aseda,Positive
serentiatiamusntlol bra wano ate dodo,Positive
oh saamedaase,Positive
tumi dodo? y? gyimi,Negative
mepawokyw sansa brofo din y sn,Neutral
ewiram nam nsae? na ?seb? akyere anomaa,Positive
?twe mu nsuo no ?no ara na y?denoa no,Neutral
kasa dodo? y? nuho dodo?,Negative
piredwan kyer? s?n,Neutral
mpoano k?t? dwane k? ?po mu na ?nnwane nk? ?ser? so,Neutral
onipa wu nsamanp? mu a y?nsan mfa no nk? fie,Positive
obi mfiri ?baa akyi ntu ne tam,Positive
y?tiee ananses?m aky? nn? wob?tumi akan bi w? me bl?g so  stcotqofwqucn,Negative
ab?n a ?gyee ananse nkwa no  ?hene bi tenaa ase a na ?w? sika yie saa ?hene no gyee din w? ne man mu,No Sentiment
?kwakuo se ade? a ?hy? nafono mu na ?y? ne dea,Positive
woanya biribi ayi wase ay? a wongu no animtia,Positive
ny? ahahan nyina ara na ?y? aduro,Positive
yoo meda ase,Positive
?kwakuo ne de?n,Neutral
onipa br?br?br? ara na ?domankoma wuo de napakan ab?fa no k? kwa,Negative
tw?de? a ?b?n wo? no y?gye no nt?nt?m,Neutral
obi dwan awuo no na obi nkwan mu ay? d?,Positive
obi nt? akoa mma no mm?hy? ne so,Positive
?huruhuru a ?b?dwo,Positive
?kwan ho ade? ?y? f? y?de sika na ?t?,Positive
?b?n a y?b?te,Positive
?ny? kotokuom na y?t?n tipae? aduro,Positive
kwae? a agye wo? no wommu no kwae? wa,Positive
?se ne t?ker?ma ?y? a w?ko,Positive
baabi a nipa tiri k? no y?ntoto abo? nk? h?,Positive
s? y?de gya wo a na y?de asoa wo,Positive
ne? an?kye b?y? ara na ?y? maa asanteman no ?ne s? ?maa sika adwa kofi firii ewiem ba�,Positive
ne? an?kye b?y? ara na ?y? maa asanteman no ?ne s? ?maa sika adwa kofi firii ewiem baae?,Positive
aware pa y? anibere?,Positive
ad?n mente ase? wob?tumi akyer? b? no,Positive
?p?nk? mmane kwa,Positive
anoma b?ne an ?s?e ne buo,Positive
b?ne ny? kr?no ny?,Positive
ayie ba a na y?fr? ?b?twani s? nana,Positive
daakye as?m nti na s? y?d? k?to kwadu a y?gyam ho,Positive
obi nhunu obi kwabrane nni ahurisie,Positive
mema wo akyes? obi ka sa wo bisa toa aaa ase? ne s?n,Negative
?k?m de ?h?ho? a ?da na ?didi mee a ?bisabisa nkuorofo? yerenom,Positive
wose dua mmu mm? ?kwakuo a ?san ba woara wo so,Positive
mepa wo ky?w meser? wo s? wokyer? b? no ase?,Positive
y?ato ananses?m foforo w? y? tumblr bl?g to so a mob?tumi ak? kan bi,Positive
s? de? ahahan mono te? no saa ara na dada te?,Positive
gyae atet?atet? na y?nyae wo s? hwan nihwan ni,Negative
woresoa obi adesoa a wosoa no de? ?b?tumi,Positive
aka kakra ara bi na gaana reb?kra nsuo kyainafo? resae yasumm?nten nyinaa y?de? nyinaa s?es?e a na w�,Negative
?bosom a ?ma mma na ?fa mma,Positive
?hia oburoni a ?ka twi,Positive
kwasfoman gaana,Negative
y?ma wo awoda pa,Positive
?n? y? mfe aduosua a,Neutral
wonyaa fahodie,Positive
nti woredi wafahy? nn? yi,Neutral
y?sr? nyame ma wo nkwa�,Positive
owuo kura ade? a nkwa ntumi nnye,Positive
na aden movie nso nipa edunson na ?hw?,Neutral
nso onye abibifuo hene,Negative
akwadaa su mpaninsu a ?tua ayiease ka,Positive
aboa kokosakyi kasa kyer? ?patakuo a ?te,Positive
s? wose wo kurom hene agyimi a na wo ara na woagyimi,Positive
gaana awoda a ?t? so aduosia  kwasfoman gaana y?ma wo awoda pa ?n? y? mfe aduosua a wonyaa,Positive
daadaa nk?so? mmotae?,Positive
?seb? se ?hufo? an ?y? ?barima,Positive
de? wawuo nnim nakyiri as?m,Positive
p?n tena kwan mu y?kyiri,Negative
afuo mu panin ne ?hye?,Positive
?hye? ?kyer? s?n,Neutral
osuo ret? na woante a ade? kyee? a ?fam af? no woanhunu,Positive
wote faako a wote wade? so ebi mm?ka ho,Positive
greed  sometimes one plus one is equal to zero think of the story of the dog with a bone in his mouth,Negative
anibere? b?ne nti na wosoa k?nt?n s? wode rek?sa nsuo aba,Positive
de? ?retwa sa nnim nakyi akyea,Positive
?kunu pa ho y? na,Positive
kwantito,Neutral
wagyimi papaapa,Negative
yoo meda wo ase pii,Positive
any?nkogor? nti na ?k?t? anya tire,Positive
adanse? nti na mmoad?ma ne ?k?t? si nkonnwa,Positive
aho?hene nti na y?gya mm?wer?,Positive
y?nim ko y?nnim dwane,Negative
y?tete akwadaa y?ny?n no,Positive
obi tan wo a ?nte wo as?m ase,Positive
?dasani nim s? sonkrosuo w? h? yi ?b?n nanso adanse? nti ?kum a na wasan ahua ahw?,Positive
wano so a wode hy?n ab?n womfa nhy?n atuduro,Positive
obi tan wo a ?nser? wo ade?,Positive
amoakua se me dua nti may?nkofo? kyiri me,Positive
wokum adekye? a esum duru wo,Positive
ne? ?de wo b?k? ak? hw? k?t?k? no y?ny? no abor?,Positive
?heneyere akua konadu  ?heneyere akua konadu adi mfe b?y? w?haaduasa na ?te ase de fiti mmer? a,Neutral
obi rek?mo ne danta a obi mm?kyer? ne to kwan,Neutral
worep? as?m atie a y?ka kyer? wo,Positive
?? mmer? ?p?p?n,Neutral
ahwene? te w? mpa mu a ?bi nyera,Positive
awofo? a mow? akwantuom ?na nkanka ara w?nom a w?w? gaana a w?nkyer? w?n mma gaana kasa no monkan tweet dom wei ?y? afu�,Positive
?? nana akufoaddo na y?reb? mmeranee saa no,Neutral
aboa aponkyer?ni se s? want? nsuo hye? mu a anka ?nnim s? nsuo gu ahodo?,Positive
?kraman se ahwehw?ahwehw? na ?ma agor? y? d?,Positive
aponkyerani wu a na y?hunu ne tenten,Neutral
worep? wo ase adi no at?m a na wo ne no di ?t?,Positive
dua baako ny? kwae?,Positive
y?nim odwanhw?fo? na y?nim ne wura,Positive
m?pene so s? twi b?ka enyeresi ho ay? ?man kasa titiriw na mmom ?ny? s? ?b?si enyeresi anan mu,Positive
wotan wo y?nko a wo ba wu awusini,Positive
aso?den,Neutral
ade? hia ?dehye? a ehia no kakrakaa,Positive
?kwan ne asuo  ?kwan tware asuo asuo tware ?kwan ?panin ne hwan y?b?? kwan k?too asuo asuo firi tete,Neutral
saaa p?   asamando wonk? nsan mma,Positive
asamando wonk? nsan mma,Positive
s? wote ewiase ase a wompre wo ho w? abrab? mu,Positive
afei de? mahama ate ase? s? wako at?,Negative
?y? me s? y?reky? nyansa no na woada awer?hos?m ne s? saa b?r? yi de? nyansa no asa,Negative
k?diab? ne k?twaab? ?mu biara nni akyamfo?,Positive
ny? obi biribi ne obi obi biribi ne ne? way? no yie,Negative
ano a y?de se ?baa p? no ?ny? ?noara na y?de ne no tena,Neutral
obi tan wo a ?ntiti wo,Neutral
wosuro dwams?m a wo abadwamde? y? ketewa,Neutral
?? asantehema nnaw?twe dawuro  sfmkfh,No Sentiment
w??yaa suro w??yaa,Neutral
?dehye? ayie y?y? no mfensa nana afia kobi ampem damirifa due nana k? br?br?,Positive
odonno mu any? d? a na ?firi ?kyer?ma no,Positive
onipa b?wu na sika tease,Positive
nsamanp? mu s?duro wo ni wu a na wabusua asa,Positive
me nso mema wo adwo aho?f? dabi o menkyer? twi,Positive
paemuka y? f?re nso ?y? ahodwo,Positive
wodua k?nk?nsa aburowa a ?fifiri wo nan ho,Positive
?mm ?se s?n baafo? ad?n na wonka ne nyinaa w? twi mu br?fo no wotwe a ?mma,Positive
anikyie nkum ?korafo? ba,Positive
mpoatwa na ?de ako ba,Positive
"okwan tware asuo
asuo tware kwan
opanin ne hwan x
yeboo kwan kotoo asuo
asuo firi tete
odomankoma boo adee",Neutral
woreser? ampesie y?rebu wo anikyie wose te ab?mu to so,Positive
worenni ?saman aduane a womfa wo nsa nto mu,Positive
woanka s? wonie a obi nka s? wow? h?,Positive
ne? ?da ayaya mpo nhunu nyame na ne? ?butu h?,Positive
?y? awer?ho ?? pii s? y?mm? mm?den w? abibirem s? y?b?siesie mmea a ?so w? mfaso? ma yabak?s?m,Negative
mmoadoma nyina foro bo? akyekyede? nk?foro bi a wapa ahwe,Positive
hw? ne kwasea bi afei nso twe  kiib?d firi appstore na woatumi atwer? ? ne ?  sq,Positive & Negative
?ny? koraa s? mob?twer? twi basabasa biara de ato badwam monnim twi twer? a mommisa nea ?nim na ?nky�,Negative
?samanpa hyira ne ba,Positive
?? obengwoha akyer?kyer?kwan k � kwae?mu kusuufamu benkum e � ?pomu nifa p � apue? anafo? t �,No Sentiment
obi nni ?sono akyi mmoro b?suo,Positive
onyame na ?w? basin fufuo ma no,Positive
kiib?d fofor? no ?y? f? afei de? ?w? nkran ?ne awona ntwer?de? nso wob?tumi atwe afiri ha,Positive
efunu a ?besi nnim awer?ho?,Positive
owuo adare? sickle nn? fako,Neutral
?yere ny? nam na w?akyeyere amane,Positive
intan?t nsekro a w?twa no ntiatia w? twi mu,Neutral
mepa wo ky?w wotwer? ?da a ase kyer? s?n,Positive
nyansa bunu mu ne mate masie,Negative
wo nsa akyiri b? y? wo d? a ?nte s? wo nsa yam,Twi
y?nni nam nnya ogya,Neutral
obi nsie obi funu,Positive
?b?d? biara nky?n bi,Positive
wonni ?baa mpena wanim yayaaha dabiara worema awares?m ne mpenatwe ho afutuo  isloh,Negative
woaso aware? a na woat? wo pr?te,Neutral
woso adaka a na woso ne mu ade?,Neutral
wontumi nhw? obi asa so mfa ny? wasa,Positive
ohia asoma wo? ?b?y? d?n na wonk?,Positive
mesene wo y?mfa mmu ?man,Positive
medaase aburu,Positive
nsuo a ?d? wo? na ?k? wahina mu,Neutral
sie,No Sentiment
firi fm,Neutral
ab?tene firi fam ansa na ?rek? soro,Positive
mfa mamp?n amirika nk? gye wani so,Positive
?yere te s? kuntu wodekata wo so a wo ho keka wo woyi gu h? nso a aw? de wo,Positive
?na  aka no abusua d? funu afei nso ?y? b?sea nko ara,Positive
me nua mefoa wo so nokor? paa na woaka no,Positive
they will continue to help the poor that is what they live for but no more in ghana we cant be trusted,Negative
wofa ?baa y?nko a ?hia wo,Positive
nnaase nyinaa w? onyame  stpr,Positive
meda wo ase,Positive
aboko anaa akok?kwantenni,Neutral
wohunu prako mm?b? a wo nsa mpa bo? ho da,Positive
?kwan ware a y?de y? nan na ?twa na ?ny? akuma,Positive
agyabeng mema wo akye,Positive
aho?f? nk? aware?  svdqza,Positive
?man reb?b? a ?mampam na ?kura poma,Positive
akoa amp? a na efiri ne wura,Positive
?hene b?di wo kasa a efiri amanfo?,Positive
nea ?p? s? ?sua wasa biara kyea ne to,Negative
yare? s?e akyeafo?,Positive
woy? menkomedi a wohunu ?saman,Positive
na mmom ?ny? ejisu,Neutral
mepawoky?w kumasi de? no as?m kakra w? ho kumawu efis? dua no wui nea esii y? no anwu enti ?y?�,Neutral
seesei computer buara w? ? ne ? enti ?ny? den,Positive
sorry ?y?  biara,Positive
?y? den efiris? akontabuo afidie k?mputa ?w? gaana na ?w? ?? nti ?b?y? den ama w?n a w?nni gaana,Negative
mepawoky?w kumasi de? no as?m kakra w? ho kumawu efis? dua no wui nea esii y? no anwu enti ?y? kumasi,Neutral
?panin ano sene suman,Positive
aberekyie se obi nnante nk?gye ne wuo,Positive
akok? nim adekye? nanso ?hw? akok?nin ano,Positive
anoma koro di aburo a ?tiatia so,Positive
nyankop?n b? hiani a na woab? ne boafo?,Positive
y?b?n ho a y?nnye akyinnye,Positive
asamando w?nk? nsan mma,Positive
w?woo wo ?da b?n ?y? ade? a ?w? h? s? wonim wawoda din na wonim wo mmerane nso  stcouar�,Positive
ab?sobaa na ?ma egya pae?,Positive
y?nim amamer? a y?ns?e amamer?,Positive
woy? akwadaa a ?nsere akwatia,Positive
y?b?hyia mu w?  saa ananses?m yi,Positive
ananses?m y?d? bosome a y?reb?si mu yi ?y? ay?wohomumu  mananses?m a m?to no ti ne k?firikwanso? na ?ware te�,Neutral
?y? akawadaa ?nte nea ?rey? no ase woreto m?naa tw?n na ?ni mfe,Positive
obi a nabrab? tene na ?y? susudua,Neutral
aane kwasi adi ?se at?m ?firi s? mpaninfo? se agya gyae ma menka wokyi  s,Positive & Negative
nyame kaa s? nsa a ?ny? adwuma nk? ano,Positive
obi tan wo a ?nte was?m ase,Positive
?b?mm?fo? din bata ?sono nam ho,Positive
aduaba bi b?b? ak?se? a hw? ne mfifiri? mu,Positive
odwanfunu nsuro sekan,Neutral
monfa y? nk?tesia no mmera,Positive
nea onyame ahyira no no ?tanfo ntumi ns?i no,Positive
makyer?kyer? akyinsoromma ahodo? a ?w? ab?de? mu nyinaa w? me tumblr bl?g so  swbejbka,No Sentiment
nsaateaa nnum no adin,No Sentiment
kokoromoti,No Sentiment
nkyer?kyer?ade?,No Sentiment
nsateaa,Neutral
?henenakyi,Neutral
okokorob?t?,No Sentiment
wonni sika a wose aduro ny?,Positive
obi nsoma ab?fra w? soro na ?nhwan antwede? mfiri nase,Positive
woy? menkomedi a wo taa hunu ?saman,Positive
yvonne nelson na wada ne paam cleavage adi w? badwam w? ne mfonin wei mu no,Neutral
kurom ay? hye,Positive
?barima b?dii d? wamm?di ayaasek?m,Positive
?no nko ara gaana mmaa dodo? no saa ara wopop? toaso saa a ?fi mfe edu ?rek? no na wo honam ahy? ase? rehye tumm https�,Negative
?ne? ne s?n nti na wobisa s? nadamfo w? mpena,No Sentiment
why are most of akan proverbs based on animals can we gain any wisdom that way  i would hope,Neutral
ne? wob?guo na wob?te?,Positive
?sabarima yera nifa mu na ?k?pue ad?nten mu a na ?nk?? baabi ara,Positive
aho?f? ntua ka,Positive
?bra twa owuo,Positive
hu mani so ma me nti na atwee mienu nam,Positive
hia ma panin y akodaa,Positive
okusie nya fufuo a anka ?b?di na waduro na ?nk? namena mu,Positive
asono mmienu ko w? kwaem a nnua na nya amane,Positive
wok?  obi fie na ?koto h? a wommisa no akonwa,Positive
obi nso dae? nk? nea w?b?kum no,Positive
nea aho?den kyiri ne k?m,Positive
ohia na ?ma ?dehye? y? akoa,Positive
obi nkyer? akwadaa nyame,Positive
obi nnim ?bremp?n ahy?ase,Positive
?b?tumi aba no saa nsuo no nt? pii ngu firaw no mu na mmom ?nt? pii w? nkran,Positive
asopa ante a as?mpa tie,Positive
wode nkontompo ka as?m a wober?,Positive
yooo mati wai me nso me di wekyiri no bi,Positive
nkwaseafo?,Negative
mawo wo maber? w?kyi,Negative
ne? wodua no ?no ara na wotwa,Positive
wonni wura a obi kyere wo t?n di,Positive
nsatea nyinaa ny? p?,Positive
nokor?,No Sentiment
owuo antwa ne kwan amma baakofo?,Negative
?man reb?b? a ?manpam na ?kura poma,Positive
obi ank? na obi amma a anka y?b?y? de?n ahu s? ?kwan mu ny?,Positive
ntamago se mada adaka pa mu p?n o ?nso nn? hw? mawie?,Positive
twi mu y? ahunahunani,Neutral
adepa na ?t?n ne ho,Positive
woab? dam,Positive
mmaa se wo s? wo ho y? f? a ?ne ka na ?nam,Positive
nkwadaa nkwadaa twer?de? l nka twi ntwer?de? gyes? ?w? as?mfua twi afa afiri kasa fofor? mu akwadaa y? twi https�,Positive
?bosomfo? ka ne nkonimdie na ?nka ne nkoguo,Positive
nnaase nyinaa w? ?twediamp?n,Positive
ma y?ndwen,Negative
daabi da na mmom mpaninfo? se s? obi apa da wo nsa a oni na wodane no  skfidody,No Sentiment
?sagyefo tena ase na de? ?rek? so? yi de? wohia alomo de atwitwa wadwendwen so,Neutral
?n? a y?redi gaana ahonya da yi merekae mo ns?mpa a ?w? gaana ay?yi dwom y?nara asaase mu no,Positive
matimtim gaana ahonya independence ho anwens?m poem w? me tumblr bl?g so  srqmpk,Positive
gaana adi mfe aduonum nkron nn? y?ma wo awoda pa y?sr? nyame ma nk?so? ne asomdwoe? w? ?man no mu mmer? nyinaa,Positive
y?nim s? kontromfi k?n w? h? na y? de hama to nasene mu,Positive
wop? s? woka anaa wotwer? ?da a wob?y? biribi a wohia bosome din nanso nipa pii nnim adin no merekae mo bio,Positive
k?k?sakyi akrampa ?p?t? ne din any? d? na ne ho any? hwam,Positive
nkwaseas?m ara kwaakwa,Negative
ananses?m y? afutuo wob?hunu saa w? ?n? ananses?m a matwer? w? me tumblr bl?g so  stcovnj�,Neutral
asa b?ne nkum asaase,Positive
wokyere akok?nyini a wotase ne mma kwa,Positive
ani anhunu a ?ny? tan,Positive
wotena duf?kye? so di bor?fer? a wo to f?,Positive
?w? te s? ahoma na w?mfa nkyekyere ade?,Positive
?kwan so br?br?,Positive
obiara nni h? a nahoboa so nakwantuo,Positive
wo ne akok? da a y?mpere daber?,Positive
me a meda ayaya menhu onyankop?n na wo a wobutu h?,Positive
wo twi ho nte wotwer? i faako a e w? me nso saa o metee wo nka aky?  slc,Negative
?bosom anim w?nk? no mper?nsa,Positive
wode seb? nwoma sua adwini a na wode awie,Positive
afua schwazzeneger atennie a ?dii kennedy agyap?n no s? woantie bi a kan no w? ha  stnqetnd,Negative
?n? y? ad?fo da nti nn? m?da adinkra ns?nkyer?ne a ?fa ?d? ne mpenatwe ho adi,Positive
kontromfi ak?kora na ?ware kontromfi aberewa,Positive
