tweets,labels
ne ntaban “ wob hu ne nwia  ?ber? te s? anoma ?tu a worenhu no bio”,Positive
cc  n    nnipa baanu gyimi a efie b?,Positive
?d? mu nni nkekaawa,Positive
asamando nnim ma me nk?gya wo,Positive
opanyin obeng me ma wo aha,Positive
obi amane? sane obi,Positive
twi ns?mfua bi a ghanafo? ntaa ntwer? no yie,Positive
obi nnim obi a ?nkyer? nase,Positive
?ky?wpafo? y?mpae napamapam,Positive
etiri ny? bor?fer? na y?apae mu ahunu mu as?m,Positive
?bra y? ?ko,Positive
k?tek?kakyer? b? kuro,Positive
asuo tware kwan ?kwan tware asuo ?panin ne hwan y?b?? kwan no k?too asuo no asuo no firi tete,Positive
odompo se wobr? ansa na woadi d?,Positive
afe to y?n a na onyame ahyira y?n,Positive
abirekyie nni afuo nanso ?didi daakrnoonkoaaa,Positive
ayooo tsesernii mati nanso s yafunu no di ay s krmonii twi oo lol,Positive
ampa o mammu me nkonta no yie “  aduonum nsia”,Positive
lol   ak?n?de? b?kum ahiafo? kwa,Positive
s? nokwar? hw? waniamma mu a ?ndane wasont?m,Positive
obiara nfri kumase kuro b?n na wofri so    mente ase? cont,Positive
de? ?barima p? na ?y?,Positive
worek? abusuani fie a s? womfa waduane nk? ?h? nso y? wo fie   k?t?k? rek? k?t?k? fie a ?mfa ohh k,Positive
akyekyede? se nsa k? nsa aba,Positive
meda wano ase “ wano ate ogya a ?b?d?re no ne wisie nko”,Positive
onyame nhyira nka mo nyinaa monsom no ?n? kwasie yi na onyame ay? bi ama mo,Positive
nas wodier wopsaa,Positive
daabi da  ?da a wob?fura ntoma pa no wonhyia wase,Positive
nnipa mfiti pr?ko mma nani nte,Positive
waso ank? adidi a wo tiri yera,Positive
afe nk? mm?to y?n bio afe ses?e na nyame ahyira y? nhyinaa ma yanya yap?de? nyinaa “  afe hyia pa”,Positive
mmaa dodo? kunu wu a na ?k?m no,Positive
fufuo akontaa y?bu no waduro mu,Positive
ka na ka no biom “ ne? ?p??e anya ne? ?nyaae? nso amp?”,Positive
obi d? wo a na ?ka ba wo ho,Positive
ateyie w? h? yi ?ma awer?fire,Positive
woy mpaninsm ooo,Positive
nkrabea nyinaa ns?,Positive
?k?m ma onipa ani bere,Positive
akwadaa kawa na ?nk? panin na ?ny? naduane,Positive
?y? ampa  wob?di ?bosom kosua na wagye wo odwan de? ?ne? di nakok?,Positive
mmaa p? de? ade? w? mmaa p? sokoo nso,Positive
woka as?m bi na woto s?be a y?nkyi,Positive
aane me nua mano ate nanso obeng ano awo yie me tu ky? ma no da biara,Positive
k?mfo? nsuro anisobirie,Positive
odwan b?wu na ?nya nwui? a y?mfr? no ?dwanfunuhmmm wei di we nya ewu,Positive
wo nkoaa wodidi a wo nkoaa woko,Positive
asamando y? ?man a anka y?nk? no animia,Positive
k?mfo b?ne kyer? mmusuo a y?de nakok? na ?yie,Positive
wob?di ?bosom kosua na wagye wo odwan de? ?ne? di nakok?,Positive
afe ato y?n a y?nni no p?p??p?,Positive
osuo afa wo ba nti worennom nsuo,Positive
naase wura ne tweaduampon a y ktwiamansan da amansan kn mu yn nom de yka ho ma no si pi kk,Positive
to wo bo ase na wopre wo ho ade? hwere wo   na ase ne sn kwraa   mmraframa de hoohoo ?refa ade? a ?nnya,Positive
akwantimfi baa y?di no aho?hare,Positive
mene wo b?k? y?de daadaa funu,Neutral
wfa mipaakyw nyame adom mi ho y   yaa ?buru aho?f? ?te s?n  wfa maakye,Positive
woy? nk?nk?nsa ma y?kum ?kra a nkura we wo nam,Positive
ampae? a ?b?dwa,Positive
piredwan hwete abusua,Positive
obi rep? bo? ato ab? anoma no na ?rep? baabi a ?b?tu afa,Positive
baabi a ?d? w? na asomdwoe? w?,Positive
meda wo ase    menua na anka s me s wosi meso s wonso wadi makyi bi wo cont  spn,Positive
nokware turodoo me nua yei de? me hy??da ankasa faky? me nn?,Positive
eye asem oo,Positive
wano p? as?m di wo fie as?m,Positive
?po anso adware a ?fe renso,Positive
kristo de ne mogya yii y? nyinaa firii y? b?ne mu nanso ?mp? hwee firi y? h? s? y?b?dod? y? ho enti y?nnod? y? ho ?n? kwasie yi,Positive
woank? baabi amma a y?mma wo akwaaba,Positive
aserewa mo tam k?se? a ?tu no hwe,Positive
k?t?k? rek? k?t?k? fie a ?mfa aduane nk?adn ntia,Positive
?d? te s? nn?boa wod? obi a na ?no nso d? wo bi,Positive
ny hwee obi nnim a obi kyer,Positive
kristo de ne mogya yii y? nyinaa firii y? b?ne mu nanso ?mp? hwee firi y? h? s? y?b?dod? y? ho enti y?nnod? y? ho ?n? k,Positive
akyea a na ?mmui?,Positive
me ni o onnipa nua,Positive
me ngye ndi  wiase awie? nsi da “ dn na ensi da”,Positive
?nky?ky? biara w? nafe,Positive
ampa   obi d? wo a na ?ka ba wo ho,Positive
nkwan a ?y? na ?twe adwa,Positive
at? kor? nk? anwan,Positive
okontomponi dan y?pa so y?nhye no,Positive
huuhu huuhu biara ny? hu,Positive
yoo   onipa awie? ny? f? ?nti momma y?nnod? y? ho,Positive
adwuma sini nni akatua,Positive
kwae? mu y? dinn a na ?firi s? mmoadoma k? adidi,Positive
?noara ne no  chaley mmofra nom a yira oo kasa mene wo b? ka akyir? y?n nananom y?ntumi nka no a ha woate mase,Positive
yare? a ?b?ku wo? no ?y? a wonnya anoo aduro,Positive
nnwane nnya wo ad?fo? w?  ab?ber?s? mu,Positive
s? ahoma te na ?toa a na ?p? aba mu,Positive
mmer?k?nsono resi ne tiri ase no na ?w? de? asaase reka kyer? no,Positive
syte  ?bra ne de? woara woab?,Positive
agor? a ?y? d? na ?kum f?dwo?,Positive
etiri nyinaa s? nanso emu ns?m ny? p?,Positive
kurotwiamansa kyere akyekyede? a ?danedane no kwa,Positive
menti de worekyer no ase,Positive
s?de? sekan te? no saara nso na b?ha te?,Positive
sika dwa kofi a ?te nadwa hwed?m teaa mu w? badwam ?k?mfo an?kye k?moe? ma efirii ewiem baae? w? b?y? afe mu,Positive
ak?n?de? b?kum ahiafo? kwa,Positive
?koromfo? wua a na ne nsa na aku no,Positive
ampah ooo   nsamamp? mu adaka wohw? ho a f?f??f? wobue so a awer?ho nkoaa,Positive
worek? abusuani fie a s? womfa waduane nk? ?h? nso y? wo fie   k?t?k? rek? k?t?k? fie a ?mfa aduane nk?adn ntia,Positive
?na ne agya a w?nny? y? sene awisiaa,Positive
hmmmm  wohunu aberewa a wose ?nii awiak?te? da s?be o ?ny? me a mpaninfo? na buu saa b? yi,Positive
s? de? wo ara wonim no “ noa no no aa  ?k?m de agyanka a y?se ?yare”,Positive
wo ho y? den a wonsene bo?,Positive
hahhaaa  ?tw? yare a k?te? hy? ak?mfo s?be o y? mpaninfo? na buu saa b? yi o ?ny? me twi ?benfo?”,Positive
“ s? ?barima anim ?y? hu a ?nkyer? s? ?y? wudini”,Positive
?y??y? a ananse too nyansa petee wiase m?twer? no ?pep?n  ?w? tumblr enti  di makyi,Positive
ns?kuo beberebe s?e ay?nkofa anaas? afitena,Positive
lol  efi s? mo a mote ghana no nka ntwer? twi no “ u dey uk wey u dey talk twi like dat nu  aso mu nni,Positive
ena sankofa yenchi,Positive
ne? ?de nade? na ?nim ne bo?,Positive
ani hunu ade? a ?di bi,Positive
bosompo b?too ?botan,Positive
woanyini a maky?,Positive
“ agor? b?s? a ?firi an?pa”,Positive
?beremp?n reb?wu a na odwan tiri keka,Positive
saaa eni mintaaa nhu wona woho ti sn,Positive
?twe b?br? ?b?fo? nso b?br?,Positive
wo anya nwo nti di ?t?,Positive
y?nt? p?nk? nnante fam,Positive
y?nni anni a y?nsina pane?,Positive
nkwan dwo a ano sini biara tumi ka bi hw?,Positive & Negative
bh biom  ?kafo? didi,Positive
onyame nhyira nka mo nyinaa ?n? kwasie yi,Positive
kontromfi se  ?brane na ?wu ne koko,Positive
“ nyansa firi fie”,Positive
?bra y?mm? mma,Positive
“ madi madi ne mane mane na ?nam”,Positive
“hehe  ?baa ne ne kunu as?m obi nnim mu bi”,Positive
yare? a ?b?ku wo mmae? a ?y? a na wose wo k?mfo? aben,Positive
s? wotwa wo t?kyer?ma we a na wonwee hwee,Positive
dua kr? gye mframa ?bu,Positive
koroy? y? aho?den,Positive
aane “  yoo ma ti i hope s? biribi ara da bim”,Positive
wobu ?kwasea b? a ?bisa wo ase?wabn kk,Positive
?y? ampa paa ?firi s? ?bra y? mm? mma,Positive
????????????“ ?baa t? odwan a ?barima na ?y?n no”,Positive
aah yoo medaase,Positive
“ ?bra twa owuo”,Positive
wob hu ne nwia  ?ber? te s? anoma ?tu a worenhu no bio,Positive
s? y?n ani bere a na y?fura k?bene,Positive
ns?mm?ne nti na y?ky?? din,Positive
de? ?woo ba kwasea ammer? s? de? ?tetee no,Positive
bep? y?foro no nky?nnky?n,Positive
owuo t?n ade? a t? bi na daas?boa ?de wo b?k?,Positive
mmaa rekamfo waho?f? no na w?rekfamfo wakab?,Positive
kikiki  twi papa paa   ?k?re? se anisode? na w?hunu na ?nnim adwene mu as?m,Positive
nkwanta dodo? yera kwan,Positive
akok? biara nni h? a ne mma nni nkyi,Positive
yeb daa n hwenkrmu papa bi lool,Positive
aane oowaka asm paa   animguase? ny? batakari na y?apam ahy?,Positive
woankae ansere a wokae su,Positive
akyekyede? a ?rep? ne yere amane? na ?se w? makyi mm?sa ma me,Positive
mefri besease ?b?n pankr?no no “  obi mmu dua nnya so abawofri he”,Positive
?k?t? ne aponkyerene se obi mp? wagor? a wosan wakyi,Positive
y?tu wo fo na woante a wok? anteade kurom ?na soantie nso w? h? yi ?ne ?wam atik? p?,Positive
nyame nti menwe sr?,Positive
ebei   nkunkyire na ?ma buruwaa dware asuk?kyeaa,Positive
?dorob?n se waboro nsa na aketekyewa nso ny? d?n,Positive
meda wano ase “ ah nana wano ate ?baa kwadwofo? k? aware? a y?de prae? na ?pam no”,Positive
wo nso wofri hen “  obi mmu dua nnya so abawofri he”,Positive
?k?re? se anisode? na w?hunu na ?nnim adwene mu as?m,Positive
ampa o min twer? mi twi no tis akan nii ba ?,Positive
?sa y?twe no br?br?,Positive
aponkyer?ne wu a na y?hunu ne tenten,Positive
na any? d? “ ?kwan ?y?? d? no na ay? de?n”,Positive
“ abusua d? funu”,Positive
adwendwen w? summi? mu,Positive
wa ka asem pa  ny? obi biribi ne obi na ne? ?b?y? wo yie no ?no ne wo biribi,Positive
s? wob?gye odwan ama y?dwan wo ho de? firi fifire ma y?mfa mfiri wo,Positive
manim na ?s? akor?ma nanso menkyere nkok? mma,Positive
twi nkasafua ?nni br?fom nyinaa nni ???? kora na twa tim watwer?y? mu   y den na wo nya  ne  me ser wo kyere me,Positive
gosh kwaseabuo nti na y?si ?hene,Positive
ha“ worep? wase paam ahw? a na wo ne no to an?pagya”,Positive
“ fr?mfr?m nte h? daa”,Positive
wonoa a ?bene wototo a ?bene,Positive
?baa ne ne kunu as?m obi nnim mu bi,Positive
owuo da amansan k?n mu,Positive
twi benfo niey ampa  wosum bor?de? a sum kwadu bi na obi nnim nea ?b?gu k?m,Positive
metee wonka aky naden,Positive
amakye dede  adukuro mu nsuo ak?n?ak?n?,Positive
wose wob?y? hmm hmm a y?de wo sekan b?dwa nanka,Positive
ase? te s? bankye fufuo aba mpa mu da,Positive
medaase“ dabi dabi anaa daakye bi “ mpaakyw sn“ owuo t?n ade? a t? bi na daas?boa ?de,Positive
adeky? akatua ne aseda,Positive
p?nk? fitaa biara ne ho da nso,Positive
?ko ano na obi di mmanins?m na ?ny? efie,Positive
ne nyinaa ni kora na ?y? a na woatwa de atim wo atwer?e mu ???? “  m y dn na mnya twi nkyer  wo me iphone so”,Positive
aho?f? ewiem te s?n,Positive
hwenteaa se ?no de? ?b?y?? fie yie na wamm?s?e fie,Positive
ampa   koroy? y? aho?den,Positive
wo ba ne gu wo nan so a pepa ?ntwa ntwene,Positive
?kr?mfo? nni daber?,Positive
wosu gye a y?de ma wo wosere gye nso y?de ma wo na akyire as?m,Positive
“ wokasa nkwaseakasa a y?bua wo nkwasea mu”,Positive
?ber? bi sua a y?ntwa bi ns?e no,Positive
amamer? y?ntoto nase,Positive
?? “ nyansa dodo? gyae aboa”,Positive
obi nso nkyer osofo ba nyame som wo te twi me nso me te twi wai,Neutral
okusie pue awia a na ?y? as?m bi ntira,Positive
saa ?ne? wo ntaa mma dwom mew? ha da biara “  me tii wonka ats yie”,Positive
abranti wo sh h mitii wonka aky papa,Positive
wob?n nsuo ho a na wote s? ?k?t? reb? wa,Positive
kuro biara mmarimas?m w? mu,Positive
efunu a ?y? f? ?nka dan mu,Positive
“ ?srane b?wu agya nsoromma”,Positive
wosisi ananse a wosisi wo ho,Positive
y? nkae yesu mogya a ?hwie guue? de gyee y? nyinaa nkwa na y? nsom no ?n? kwasie yi y?w? aseda de ma no,Positive
y?mfa mmirika nk?to ?twe,Positive
nana wose bronya yedi ne sn,Positive
?ha da apem so,Positive
asisie y? ya sene mako,Positive
ad?m madi awuo “  eeeii wodier wo”,Neutral
y?nnidi mma de? ?k?m de no,Positive
ak?daa biara nyinii? a ?se ?y? dehye?,Positive
c dis  onipa nky? na wadi amia,Positive
aboa kusie nya fufuo a ?b?di na w?mma na ?renk? ne b?n mu,Positive
yoo “  yh me nim dada na emom wno na taa ka wne nwom mu”,Positive
biribi ank?ka papa a anka papa any? grada,Positive
bosome a y?reb?si mu no da a ?di kan — ?b?nim  — y? ananses?m da y?mmfa b?ne ntua papa ka kan no w? me tumblr bl?g…,Positive
akofenakonini ?k? a w?b? afena hy? no asafohene,Positive
ny? nea ?b?fo? ak?hunu nyinaa na ?b?ka,Positive
makoma retw?n wo te s? ne? ?p? retw?n nsuo,Positive
owuo mm? nkae?,Positive
enti wiase ?mma awie?   wiase b twm twersm  asi a nka y? cont,Positive
bra wu di di mekyi waii,Neutral
y?baa mm?buo a anka y?so nkuma,Positive
anomaa fidie merek?p? biribi ab?di ne meb?y?? de?n na ?nam,Positive
ohhhh obama nkrofuo no a ye no ?y?mes? afe mmiensa ne,Positive
asaase ny? k?t? y?abob?,Positive
?n?  ?p?nimma  ghana reto aba ayi aban fofor? aba a wob?to? no y? wo tumi enti k?,Positive
obi anku wo a wo ara wo wu,Positive
y?kuta wo ti a wommisa wano as?m,Positive
?tw? yare a k?te? hy? ak?mfo s?be o y? mpaninfo? na buu saa b? yi o ?ny? me twi ?benfo?,Positive
?ny? hwee “  nokware turodoo me nua yei de? me hy??da ankasa faky? me nn?”,Positive
obia tn ne yariba na onya nano edur    de? ?w? aka no suro sonsono,Positive
aduonum nsia mohm   ?n?  ?b?nim  y? mfie aduonum enum a ghana nyaa fawohodie,Positive
ky?nky?n bi adi mawu,Positive
mek??e na manka bi de? ?hoo adanse? w? hen,Positive
asuogya nko ne nasaase,Positive
tumi te s? kosua wos? mu den a ?pae na s? woanso mu yie nso a efiri wo nsa bo fam a ?pae,Positive
ade? a ?b?y? yie ns?e da,Positive
adididaa na ?y?,Positive
?heneba ne de? ne papa te ase,Positive
wonya no kwa a ?k? kwa,Positive
saa ara na ?te?  “  hahaenoa nono”,Positive
yoo mate wae,Positive
y?nim nso y?bisa,Positive
abirekyie a nani ns? ade? no na ?ny? dankwasehene aboboano,Positive
fufu funu and kkbo,Positive
nokware sika dwa kofi a ?te nadwa hwed?m teaa,Positive
?baa aho?den w? ne natofo mu,Positive
?tuo ka ns?ns?n mu a ?di awu,Positive
“ wonya sika a di bi wonya nsa pa a nom bi ?na wonya ntoma pa a fira bi na nnipa nky? w? wiase”,Positive
ne? ?p??e anya ne? ?nyaae? nso amp?,Positive
osuo reb?t? a mframa na ?di kan,Positive
usain bolt koraa ntumi ne ?twe ntu mmirika nti worep? no akye no na wotu mmirika di nakyi cont,Positive
medi wakyi di makyi bi wai,Positive
aboa nanka nim adekyee? a anka ?nna awianna,Positive
meda wo ase pii,Positive
wahu bi da  onipa reb?wu a ?pere,Positive
hmm sukuu papa “ me k ahotenii louis snr high   na wok?? sukuu b?n”,Positive
opoku fr?fr? na ?se biribi reba biribi reba ?ny? ?ko a na ?y? ade?,Positive
panyintoto   aane me nua mano ate nanso obeng ano awo yie me tu ky? ma no da biara,Positive
hmm ?y? as?m o “ ampa   onipa b?wu na sika tease”,Positive
?kraman se s? anadwo na y?di dwa a anka y?b?hunu ?barima a ?t? nam,Positive
okunu pa ho y? na,Positive
?d? ani sa obi a ?hy? ntakra ky?,Positive
kuro k?se? nyera ?manni,Positive
eeii wo de wo  ade? a ?y? d? na ?kum kwasia,Positive
efie gya adum anya asa as?m de nas?m de nas?m k? ghana antumi amfa afrika b??lo akansie kuruwa no amma afe yi bio,Positive
tumi kese? ?b?? wiase ?b?? awia nsoroma ?po ?no a ?b?? nipa mmoa ahodo? nnuban ?no ne twer?duamp?n nyame y?nyi no,Positive
ampa   agya bi wu a agya bi te ase,Positive
?sono obiara ne ne nkrabea enti obi ntumi ny? te s? obi   paapa mepa wo kyew cont,Positive
chaley mmofra nom a yira oooo kassa mene wo b? ka akyir? y?n nananom y?ntumi nka no a ha woate mase,Positive
?tumfo? ?s?e agyeman pr?mp? abanu asantehene mmrante mmer? mu ?dii ade? firii k?sii  sppnc,Positive
?kuro a ?b?ku ?kraman no na ?b? napampam,Positive
onipa de ne din nam,Positive
suro mmaa,Positive
afutuo nsakra nipa kyer? ns?hw?,Positive
aso pa nky?re as?m te,Positive
merep? akyer? ?no nti na y? nk?kora ne y? mmerewa ase ntutu no lmaoaden wo ka twi nkoaeh,Positive
tek?kakyer? b? kuro k?nk?nsanii b?br?,Positive
adom ara kwa  onyame adom na wo? “wiredu wo din ne wo honam s? ap? mu b?k?? de?  wiredu mew? ha”,Positive
papa na ?y? b?ne nk?,Positive
de? ?te gya ho aduane na ?bene kane,Positive
?te s?n,Positive
?ne? wohia nkyer?kyer? ampa wotwer? wo nkasafua te s? woretwer? br?fo   hmmmmm ni mi hia ntseser bbree o,Positive
“ onipa wu a na wohu nad?fo?”,Positive
de? ?barima p? na ?y? y ampa,Positive
k?t?k? rek? k?t?k? fie a ?mfa aduane nk?,Positive
wosum bor?de? a sum kwadu bi na obi nnim nea ?b?gu k?m,Positive
?nfa kaka mm?s?e dwanam,Positive
?panin na obi ny?? bi da a na ?ny? ak?daa,Positive
y?ne wosere kwa y?nn? wo,Positive
mananses?m foforo b?ky?r? s?,Positive
obi nni wo a ?fr? wo aboa bi,Positive
womp? as?m atie a na wosisi waso,Positive
bayerpa anaa    ede?n na ?kum bayepa maa afase? b?nyaa kofie mu hy?e?,Positive
mehy? ha o da biara mew? twita kuro yi mu “  abranti wo sh h mitii wonka aky papa”,Positive
mepa wo kyw folo me wae mani gye  de woy no,Positive
y?mm? ?kwaberane b?d?,Positive
“ wohunu na woanka a ?fa wo so”,Positive
nea ?nim nsaa na ?t? nago adinkra infonini no de nsaa,Positive
wonnim asa a na wose atwene ny? d?,Positive
yooo nana wano ate papa w? buroni man mu,Positive
b?nkum dware nifa na nifa adware b?nkum,Positive
medaase bra panyin,Positive
baakofo nti k soro ahemanmu ooo,Positive
wonhunu biribi a na wose biribi nni h?,Positive
nyinto? y?ya,Positive
ay? s? ?ne wo ka na ?nso wo de? nya as?m hw? ?b?soa was?m te s?  d?kono de ak?si dwaso ama obiara at? bi,Positive
me tii wonka ats yie,Positive
kor?nob? na ?y? aniwuo na ny? ohia,Positive
kwaagyebi anomaa se ?nim ewiem as?m,Positive
?b? y? nyansas?m enti ?nkyer? s? de? woredwene hoo no “ wahu bi da  onipa reb?wu a ?pere”,Positive
wodi abirekyie b?ne akyi a wahina b?,Positive
?barima firi fie b?hem to ab?ten a ?ny? sotr? a na ?y? nkwand?,Positive
ampa   sika y? aberante?,Positive
yoo medaase   ?san y? alphabet  nsmfua is words or cont,Positive
awaduro mmienu redi asie a kosua se merek? pata,Positive
ayooonanso wob tumi ab no tfa wai,Positive
etiri nni safoa na yeahini ahw?,Positive
bosom a ?ne wo b?tena no ?no na ?kyer? wo nakyiwade?,Positive
“ wosr? ade? na wob?nya a ?nhia nkotodwebuo”,Positive
meser? wo y?twer? no damenama ?y? ahahan k?k?? “ medaase agya na mep s me bisa s damrama y ade bn,Positive
noa nono   ?w? s? wone obi di nkutahoo bi a wob?hyia no anaa s? wob?hwia no “ masa woboa ny saa,Positive
wogye b?damfo? akyininnye a na ?b? wo abaa,Positive
sbe sbe akoa no agyimi paa   onua to s?be wae “  tw w tumi”,Positive
wob?twa kontompo ahurihiri de? ka nokwer? na gyina faako,Positive
m y dn na mnya twi nkyer  wo me iphone so,Positive
prko anaa prako nnom nsa mma abirekyie mmoro,Positive
?bra ne de? woara woab?,Positive
s? aduaba bi b?b? ak?se a hw? ne nfifiriy? mu,Positive
mu w? badwam ?k?mfo an?kye k?moe? ma,Positive
s? woreka nokor? a y?nka s? was?m ware,Positive
oh   ky? na ?b?ky? na ?nka h? da,Positive
“ ?patire ne atipa ne nyinaa w? etire ho”,Positive
life “ wonya sika a di bi wonya nsa pa a nom bi ?na wonya ntoma pa a fira bi na nnipa nky? w? wiase”,Positive
ahenfie w?h? kane no na y?si as?m w? ahenfie “  kwaseabuo so nti na as?nnibea cou w?h?”,Positive
y?rewe nsa a mose k??to,Positive
bueiiiiwano ati waii,Positive
?da wo y?nko k?n mu a ?da bankye akor? mu,Positive
wfa maakye    ei me w?faase yi wo wer? afiri me w?fa maakye mpo b? me,Positive
sika y? aberante?,Positive
asuo awe ama adwene ho aka,Positive
“ onipa b?wu na sika tease” ka bio,Positive
nnipa baanu gyimi a efie b?cc,Positive
as?m bi safoa na ?hini as?m bi pono,Positive
?twe b?br? na ?b?fo? nso b?br?,Positive
ade? sa a na as?m asa,Positive
mesrw asekyer  wode kokromotie k? ayie a y?de sotor? na gya wo kwan,Positive
merekyia wo oh twibenfoafirishiapa nso,Positive
obi agyimi a na ?nkyer? s? nani afura,Positive
?nam obi so na obi y? yie,Positive
